code,duration,country,netSales,netProfit,age,accident
7,0.0067820608577834635,4,24.0,0.0,36,0
7,-0.48571525064483795,141,20.0,0.0,36,0
7,-0.47566428510396813,26,26.0,0.0,36,0
7,-0.48571525064483795,116,86.0,0.0,36,0
7,-0.4153584918587492,92,28.0,0.0,36,0
7,-0.3047978709091811,78,20.0,0.0,62,0
7,-0.254543043204832,67,90.0,0.0,36,0
12,-0.4555623540222285,19,15.0,6.0,44,0
13,0.05703688856213259,116,21.35,5.98,48,0
13,-0.3450017330726604,116,6.5,1.82,48,0
9,-0.04347276684656566,4,26.0,9.1,31,0
9,1.3234585467117304,56,30.0,10.5,48,0
9,-0.4455113884813587,56,22.0,7.7,29,0
9,-0.27464497428657164,126,18.0,6.3,66,0
9,0.26810716492039893,4,35.0,12.25,57,0
9,-0.08367662901004497,26,44.0,15.4,37,0
9,-0.06357469792830531,126,22.0,7.7,34,0
9,-0.4455113884813587,26,22.0,7.7,41,0
1,0.06708785410300241,101,75.96,26.59,48,0
1,-0.4656133195630983,116,12.5,4.38,48,0
1,-0.4656133195630983,78,4.99,1.75,48,0
2,-0.2947469053683113,116,47.0,11.75,30,0
2,-0.20428821550048287,116,27.0,6.75,30,0
2,1.1525921325169435,116,69.55,17.39,26,0
2,-0.2645940087457018,116,30.55,7.64,35,0
2,-0.36510366415440004,116,19.5,4.88,34,0
2,-0.20428821550048287,116,31.85,7.96,45,0
2,-0.2645940087457018,116,77.35,19.34,52,0
6,-0.2645940087457018,78,29.7,17.82,31,0
6,-0.20428821550048287,4,39.6,23.76,52,0
6,-0.4455113884813587,78,0.0,29.7,53,0
6,-0.23444111212309235,137,148.5,89.1,40,0
6,-0.23444111212309235,126,29.7,17.82,31,0
6,1.0319805460265057,137,9.9,5.94,31,0
6,-0.013319870223956186,4,59.4,35.64,26,0
6,-0.19423724995961303,78,59.4,35.64,27,0
6,-0.40530752631787936,126,49.5,29.7,50,0
6,-0.1741353188778734,78,49.5,29.7,31,0
6,-0.4555623540222285,78,19.8,11.88,29,0
6,0.6198909588508428,4,89.1,53.46,31,0
6,-0.15403338779613374,4,19.8,11.88,34,0
6,-0.3047978709091811,78,39.6,23.76,35,0
6,-0.2947469053683113,4,148.5,89.1,34,0
6,1.524477857529127,4,0.0,77.22,23,0
6,-0.47566428510396813,116,9.9,5.94,44,0
7,-0.4555623540222285,141,20.0,0.0,36,0
7,-0.36510366415440004,126,20.0,0.0,36,0
7,-0.10377856009178461,102,69.0,0.0,36,0
7,-0.39525656077700955,52,20.0,0.0,36,0
7,0.12739364734822137,123,22.0,0.0,36,0
7,-0.4555623540222285,78,20.0,0.0,53,0
7,0.40882068249257647,67,42.0,0.0,36,0
7,-0.39525656077700955,101,56.0,0.0,36,0
7,-0.36510366415440004,78,20.0,0.0,43,0
7,-0.3047978709091811,126,20.0,0.0,36,0
7,-0.4656133195630983,116,20.0,0.0,39,0
7,-0.31484883645005096,126,20.0,0.0,45,0
7,-0.31484883645005096,141,20.0,0.0,36,0
7,-0.27464497428657164,26,69.0,0.0,36,0
7,-0.43546042294048887,26,36.0,0.0,36,0
7,-0.38520559523613973,78,20.0,0.0,48,0
7,-0.31484883645005096,62,112.0,0.0,36,0
7,-0.3751546296952699,26,27.0,0.0,36,0
7,0.31836199262474807,67,32.0,0.0,24,0
7,-0.13393145671439408,116,67.0,0.0,36,0
7,-0.2143391810413527,116,20.0,0.0,36,0
7,0.07713881964387224,67,53.0,0.0,57,0
7,-0.07362566346917514,78,20.0,0.0,36,0
7,0.4188716480334463,62,44.0,0.0,29,0
7,-0.425409457399619,52,20.0,0.0,61,0
7,-0.3751546296952699,78,20.0,0.0,27,0
7,-0.0032689046830863618,78,20.0,0.0,27,0
7,-0.36510366415440004,56,20.0,0.0,36,0
7,-0.2143391810413527,55,50.0,0.0,36,0
7,0.7505535108821505,62,89.0,0.0,25,0
7,-0.425409457399619,78,16.0,0.0,36,0
7,-0.27464497428657164,52,29.0,0.0,36,0
7,-0.48571525064483795,137,20.0,0.0,47,0
7,-0.2143391810413527,126,27.0,0.0,36,0
7,-0.36510366415440004,26,33.0,0.0,36,0
7,0.6902477176369316,87,10.0,0.0,35,0
7,-0.425409457399619,116,18.0,0.0,36,0
7,-0.425409457399619,67,58.0,0.0,36,0
7,0.026883991939523115,119,46.0,0.0,36,0
7,0.09724075072561189,87,16.0,0.0,21,0
7,-0.11382952563265444,52,12.0,0.0,36,0
7,-0.31484883645005096,126,29.0,0.0,36,0
7,0.23795426829778943,137,69.0,0.0,59,0
7,-0.28469593982744146,56,15.0,0.0,31,0
7,-0.24449207766396217,78,20.0,0.0,36,0
7,-0.3047978709091811,67,19.0,0.0,36,0
7,-0.2947469053683113,78,13.0,0.0,36,0
7,-0.16408435333700355,136,74.0,0.0,36,0
7,-0.254543043204832,126,10.0,0.0,36,0
7,-0.48571525064483795,137,17.0,0.0,28,0
7,-0.3751546296952699,78,13.0,0.0,36,0
7,-0.4455113884813587,78,10.0,0.0,36,0
7,-0.24449207766396217,31,80.0,0.0,36,0
7,-0.3751546296952699,52,80.0,0.0,36,0
7,-0.3751546296952699,126,34.0,0.0,36,0
7,0.4490245446560558,4,80.0,0.0,36,0
7,-0.36510366415440004,87,10.0,0.0,36,0
7,-0.03342180130569584,4,80.0,0.0,36,0
7,-0.20428821550048287,67,22.0,0.0,30,0
7,0.07713881964387224,116,11.0,0.0,40,0
7,0.3284129581656179,44,80.0,0.0,36,0
7,-0.36510366415440004,120,10.0,0.0,36,0
7,-0.3751546296952699,21,14.0,0.0,36,0
7,-0.40530752631787936,126,13.0,0.0,36,0
7,0.05703688856213259,4,26.0,0.0,36,0
7,-0.47566428510396813,78,20.0,0.0,36,0
7,-0.23444111212309235,78,20.0,0.0,24,0
7,-0.4555623540222285,26,20.0,0.0,36,0
7,-0.24449207766396217,26,46.0,0.0,36,0
7,-0.0032689046830863618,116,20.0,0.0,29,0
8,-0.4555623540222285,55,62.0,24.8,118,0
12,-0.3550526986135302,19,15.0,6.0,39,0
13,0.04698592302126276,116,1.98,0.56,48,0
13,-0.09372759455091478,116,3.89,1.09,48,0
13,-0.38520559523613973,116,7.21,2.02,48,0
9,-0.4455113884813587,52,22.0,7.7,67,0
9,-0.4455113884813587,56,22.0,7.7,53,0
9,-0.43546042294048887,126,22.0,7.7,60,0
9,-0.47566428510396813,141,18.0,6.3,57,0
9,-0.3450017330726604,21,30.0,10.5,57,0
9,0.40882068249257647,78,22.0,7.7,57,0
9,-0.28469593982744146,141,22.0,7.7,40,0
9,0.8108593041273695,56,33.0,11.55,38,0
9,-0.15403338779613374,26,22.0,7.7,46,0
9,-0.0032689046830863618,5,67.0,23.45,49,0
9,-0.16408435333700355,4,92.0,32.2,72,0
2,-0.3047978709091811,116,17.55,4.39,31,0
2,-0.4555623540222285,116,17.55,4.39,35,0
2,-0.40530752631787936,116,17.55,4.39,26,0
2,-0.2143391810413527,116,17.55,4.39,33,0
2,-0.31484883645005096,116,0.0,7.47,45,0
2,-0.31484883645005096,116,38.35,9.59,34,0
2,0.05703688856213259,116,94.0,23.5,30,0
2,-0.1741353188778734,116,44.85,11.21,27,0
2,-0.36510366415440004,116,62.25,15.56,27,0
2,-0.36510366415440004,116,81.75,20.44,30,0
2,-0.39525656077700955,116,43.55,10.89,45,1
2,-0.39525656077700955,116,43.55,10.89,46,0
2,-0.15403338779613374,116,109.0,27.25,27,0
2,3.404008413671784,116,252.85,63.21,29,0
2,3.404008413671784,116,260.63,65.16,30,0
2,3.2029891028543878,116,252.85,63.21,30,0
6,0.6500438554734522,136,69.3,41.58,51,0
6,-0.2947469053683113,60,39.6,23.76,51,0
6,-0.09372759455091478,118,128.7,77.22,55,0
6,-0.4656133195630983,78,29.7,17.82,28,0
6,0.35856585478822733,92,108.9,65.34,35,0
6,-0.4455113884813587,78,0.0,29.7,54,0
6,-0.3248998019909208,137,118.8,71.28,32,0
6,-0.43546042294048887,137,29.7,17.82,31,0
6,0.841012200749979,95,0.0,65.34,31,0
6,-0.4455113884813587,136,39.6,23.76,31,0
6,-0.4455113884813587,126,29.7,17.82,44,0
6,-0.4455113884813587,4,29.7,17.82,29,0
6,-0.04347276684656566,126,19.8,11.88,33,0
6,-0.4153584918587492,118,49.5,29.7,31,0
6,0.5394832345238842,137,158.4,95.04,29,0
6,-0.3751546296952699,62,29.7,17.82,31,0
7,0.9817257183221565,136,64.0,0.0,36,0
7,-0.1741353188778734,125,112.0,0.0,36,0
7,-0.23444111212309235,78,20.0,0.0,36,0
7,-0.12388049117352426,137,112.0,0.0,31,0
7,-0.1741353188778734,137,50.0,0.0,25,0
7,-0.425409457399619,52,23.0,0.0,28,0
7,-0.10377856009178461,116,38.0,0.0,36,0
7,-0.2243901465822225,56,20.0,0.0,36,0
7,-0.27464497428657164,56,20.0,0.0,36,0
7,2.5798292393204587,62,31.0,0.0,36,0
7,-0.38520559523613973,4,74.0,0.0,36,0
7,-0.3751546296952699,70,37.0,0.0,36,0
7,-0.28469593982744146,26,52.0,0.0,36,0
7,0.06708785410300241,60,69.0,0.0,36,0
7,0.06708785410300241,60,69.0,0.0,36,0
7,-0.2947469053683113,126,20.0,0.0,36,0
7,-0.08367662901004497,141,26.0,0.0,36,0
7,-0.3450017330726604,101,30.0,0.0,36,0
7,-0.2947469053683113,55,46.0,0.0,36,0
7,-0.40530752631787936,126,20.0,0.0,36,0
7,-0.3550526986135302,126,20.0,0.0,40,0
7,-0.14398242225526392,116,56.0,0.0,36,0
7,-0.47566428510396813,78,29.0,0.0,36,0
7,-0.4153584918587492,78,20.0,0.0,35,0
7,-0.40530752631787936,116,0.0,0.0,36,0
7,-0.4153584918587492,78,32.0,0.0,36,0
7,-0.39525656077700955,141,23.0,0.0,36,0
7,-0.254543043204832,141,71.0,0.0,36,0
7,-0.4555623540222285,116,20.0,0.0,36,0
7,-0.4656133195630983,78,20.0,0.0,36,0
7,-0.4555623540222285,26,37.0,0.0,36,0
7,-0.4656133195630983,78,20.0,0.0,25,0
7,-0.3248998019909208,126,26.0,0.0,69,0
7,0.2580561993795291,4,31.0,0.0,36,0
7,-0.40530752631787936,116,30.0,0.0,36,0
7,-0.02337083576482601,78,37.0,0.0,31,0
7,-0.2143391810413527,120,39.0,0.0,36,0
7,0.3384639237064877,101,20.0,0.0,39,0
7,0.06708785410300241,4,27.0,0.0,36,0
7,-0.48571525064483795,137,24.0,0.0,60,0
7,0.23795426829778943,126,16.0,0.0,36,1
7,-0.3751546296952699,78,10.0,0.0,36,0
7,-0.3450017330726604,116,19.0,0.0,36,0
7,-0.3751546296952699,141,37.0,0.0,36,0
7,-0.2243901465822225,116,70.0,0.0,26,0
7,-0.2243901465822225,78,10.0,0.0,49,0
7,-0.08367662901004497,67,10.0,0.0,22,0
7,-0.08367662901004497,67,10.0,0.0,23,0
7,-0.14398242225526392,87,13.0,0.0,39,0
7,-0.4153584918587492,137,42.0,0.0,55,0
7,-0.15403338779613374,26,33.0,0.0,36,0
7,-0.2243901465822225,21,17.0,0.0,36,0
7,0.04698592302126276,67,39.0,0.0,36,0
7,-0.38520559523613973,52,18.0,0.0,36,0
7,-0.4455113884813587,52,29.0,0.0,36,0
7,-0.09372759455091478,52,24.0,0.0,28,0
7,-0.20428821550048287,123,43.0,0.0,36,0
7,-0.425409457399619,116,10.0,0.0,36,0
7,-0.2143391810413527,126,30.0,0.0,36,0
7,0.07713881964387224,120,10.0,0.0,32,0
7,-0.11382952563265444,137,18.0,0.0,38,0
7,0.03693495748039294,92,59.0,0.0,36,0
7,-0.09372759455091478,116,16.0,0.0,45,0
7,-0.31484883645005096,87,19.0,0.0,36,0
7,-0.1741353188778734,26,33.0,0.0,36,0
7,-0.36510366415440004,52,21.0,0.0,53,0
7,-0.3450017330726604,26,32.0,0.0,36,0
7,-0.38520559523613973,26,24.0,0.0,36,0
7,-0.36510366415440004,26,16.0,0.0,36,0
7,-0.13393145671439408,137,11.0,0.0,21,0
7,-0.23444111212309235,78,22.0,0.0,54,0
7,-0.2243901465822225,55,0.0,0.0,36,0
7,-0.0032689046830863618,4,18.0,0.0,36,0
7,-0.16408435333700355,56,10.0,0.0,36,0
7,-0.2243901465822225,56,10.0,0.0,28,0
7,0.31836199262474807,89,45.0,0.0,36,0
7,-0.2243901465822225,52,30.0,0.0,20,0
7,-0.24449207766396217,4,45.0,0.0,36,0
7,0.3284129581656179,101,14.0,0.0,36,0
7,0.20780137167517995,123,21.0,0.0,36,0
7,-0.3047978709091811,78,10.0,0.0,36,0
7,-0.3047978709091811,78,10.0,0.0,36,0
7,-0.3550526986135302,26,20.0,0.0,36,0
7,-0.43546042294048887,87,20.0,0.0,57,0
7,-0.40530752631787936,87,20.0,0.0,36,0
7,0.026883991939523115,4,28.0,0.0,36,0
7,-0.3248998019909208,62,39.0,0.0,36,0
7,-0.4455113884813587,116,51.0,0.0,36,0
7,-0.0032689046830863618,101,20.0,0.0,36,0
7,-0.4455113884813587,141,20.0,0.0,29,0
7,-0.3248998019909208,78,37.0,0.0,36,0
8,-0.3349507675317906,55,50.0,20.0,118,0
12,0.2580561993795291,19,31.0,12.4,78,0
12,-0.4656133195630983,19,15.0,6.0,48,0
13,-0.10377856009178461,116,1.48,0.41,48,0
13,0.03693495748039294,116,73.67,20.65,48,0
13,-0.09372759455091478,116,7.21,2.02,48,0
13,-0.36510366415440004,116,5.09,1.43,48,0
9,-0.4555623540222285,87,18.0,6.3,29,0
9,0.04698592302126276,52,26.0,9.1,40,0
9,-0.4656133195630983,78,18.0,6.3,33,0
9,-0.4455113884813587,78,18.0,6.3,40,0
9,0.5495342000647541,62,35.0,12.25,38,0
9,-0.39525656077700955,126,22.0,7.7,42,0
9,-0.254543043204832,55,35.0,12.25,53,0
9,-0.39525656077700955,126,22.0,7.7,45,0
9,-0.013319870223956186,55,50.0,17.5,53,0
9,-0.43546042294048887,126,18.0,6.3,49,0
9,-0.425409457399619,123,26.0,9.1,47,0
9,-0.2947469053683113,120,26.0,9.1,45,0
9,-0.43546042294048887,26,26.0,9.1,47,0
9,-0.3450017330726604,126,22.0,7.7,49,0
9,-0.4555623540222285,126,18.0,6.3,55,0
9,-0.013319870223956186,62,26.0,9.1,32,0
9,-0.3550526986135302,126,22.0,7.7,70,0
9,-0.3550526986135302,87,33.0,11.55,34,0
9,-0.07362566346917514,26,63.0,22.05,48,0
9,-0.36510366415440004,126,22.0,7.7,68,0
9,0.8209102696682393,136,125.0,43.75,31,0
9,-0.13393145671439408,136,87.0,30.45,51,0
9,1.5345288230699967,41,149.0,52.15,38,0
9,-0.07362566346917514,26,92.0,32.2,53,0
9,-0.38520559523613973,44,87.0,30.45,49,0
9,-0.39525656077700955,26,45.0,15.75,50,0
5,0.4289226135743161,78,29.0,9.57,72,0
5,0.4289226135743161,78,29.0,9.57,77,0
4,-0.4455113884813587,78,29.0,9.57,118,0
4,-0.4455113884813587,78,29.0,9.57,118,0
4,-0.4455113884813587,78,29.0,9.57,118,0
3,-0.13393145671439408,126,29.0,9.57,63,0
1,-0.47566428510396813,101,7.44,2.6,48,0
1,-0.47566428510396813,126,9.48,3.32,48,0
2,-0.39525656077700955,116,38.35,9.59,71,0
2,-0.3248998019909208,116,38.35,9.59,45,0
2,-0.1741353188778734,116,22.1,5.53,28,0
2,-0.1741353188778734,116,38.35,9.59,26,0
2,-0.4555623540222285,116,17.55,4.39,22,0
2,-0.425409457399619,116,17.25,4.31,60,0
2,1.3033566156299907,116,682.0,170.5,25,0
2,-0.16408435333700355,116,17.25,4.31,30,0
2,-0.4455113884813587,116,17.55,4.39,25,0
2,-0.1841862844187432,116,38.35,9.59,56,0
2,-0.31484883645005096,116,71.0,17.75,42,0
2,-0.38520559523613973,116,62.25,15.56,33,1
2,0.11734268180735154,116,25.9,6.47,37,0
2,-0.4455113884813587,116,25.9,6.47,42,0
2,-0.23444111212309235,116,119.0,29.75,48,0
2,3.172836206231778,116,187.85,46.96,32,1
2,3.2632948960996067,116,252.85,63.21,42,0
2,3.3839064825900445,116,252.85,63.21,33,0
2,3.2130400683952574,116,389.35,97.34,42,0
6,0.36861682032909715,78,39.6,23.76,43,0
6,-0.47566428510396813,78,9.9,5.94,67,0
6,-0.47566428510396813,137,19.8,11.88,30,0
6,-0.3248998019909208,126,29.7,17.82,52,0
6,0.10729171626648172,78,19.8,11.88,31,0
6,-0.2143391810413527,126,49.5,29.7,31,0
6,-0.4153584918587492,78,19.8,11.88,69,0
6,-0.1741353188778734,78,0.0,89.1,45,0
6,-0.23444111212309235,4,39.6,23.76,43,0
6,0.5093303379012747,4,0.0,106.92,31,0
6,0.5595851656056239,136,39.6,23.76,32,1
6,1.9566693757865294,126,49.5,29.7,41,0
6,-0.15403338779613374,4,59.4,35.64,35,0
7,0.06708785410300241,126,31.0,0.0,32,0
7,0.026883991939523115,101,34.0,0.0,36,0
7,0.03693495748039294,101,20.0,0.0,26,0
7,-0.10377856009178461,78,20.0,0.0,36,0
7,0.49927937236040487,126,33.0,0.0,36,0
7,-0.04347276684656566,123,25.0,0.0,36,0
7,-0.40530752631787936,56,20.0,0.0,51,0
7,-0.28469593982744146,78,20.0,0.0,36,0
7,0.026883991939523115,101,34.0,0.0,36,0
7,0.026883991939523115,101,34.0,0.0,36,0
7,0.26810716492039893,26,38.0,0.0,36,0
7,-0.24449207766396217,101,70.0,0.0,36,0
7,-0.03342180130569584,126,24.0,0.0,36,0
7,1.5345288230699967,119,76.0,0.0,36,0
7,0.5394832345238842,67,56.0,0.0,36,0
7,-0.38520559523613973,116,26.0,0.0,36,0
7,-0.16408435333700355,52,21.0,0.0,26,0
7,0.5897380622282333,87,20.0,0.0,29,0
7,-0.3047978709091811,78,20.0,0.0,50,0
7,2.3084531697169735,136,107.0,0.0,36,0
7,-0.40530752631787936,26,87.0,0.0,36,1
7,-0.36510366415440004,56,20.0,0.0,65,0
7,-0.38520559523613973,126,20.0,0.0,36,0
7,-0.4153584918587492,116,30.0,0.0,36,0
7,-0.3349507675317906,26,46.0,0.0,36,0
7,-0.43546042294048887,56,26.0,0.0,36,0
7,-0.39525656077700955,21,103.0,0.0,36,0
7,-0.3550526986135302,78,20.0,0.0,39,0
7,-0.04347276684656566,26,0.0,0.0,36,0
7,2.288351238635234,31,21.0,0.0,36,0
7,-0.04347276684656566,26,33.0,0.0,36,0
7,0.5796870966873635,126,20.0,0.0,38,0
7,-0.39525656077700955,26,68.0,0.0,36,0
7,0.11734268180735154,56,25.0,0.0,36,0
7,0.3384639237064877,26,28.0,0.0,36,0
7,0.11734268180735154,56,25.0,0.0,36,0
7,-0.02337083576482601,126,68.0,0.0,36,0
7,-0.15403338779613374,4,62.0,0.0,36,0
7,-0.24449207766396217,137,98.0,0.0,38,0
7,-0.425409457399619,90,112.0,0.0,36,0
7,-0.425409457399619,78,20.0,0.0,36,0
7,-0.31484883645005096,26,31.0,0.0,36,0
7,-0.11382952563265444,137,10.0,0.0,42,0
7,-0.3751546296952699,52,21.0,0.0,51,0
7,-0.43546042294048887,116,13.0,0.0,28,0
7,-0.3550526986135302,126,27.0,0.0,36,0
7,-0.08367662901004497,56,12.0,0.0,36,0
7,0.06708785410300241,123,21.0,0.0,36,0
7,-0.425409457399619,76,19.0,0.0,36,0
7,-0.27464497428657164,78,11.0,0.0,45,0
7,-0.254543043204832,116,60.0,0.0,36,0
7,0.09724075072561189,87,16.0,0.0,36,0
7,-0.3751546296952699,78,20.0,0.0,45,0
7,0.26810716492039893,55,22.0,0.0,36,0
7,-0.3751546296952699,141,15.0,0.0,36,0
7,-0.04347276684656566,126,30.0,0.0,36,0
7,0.3384639237064877,101,23.0,0.0,36,0
7,-0.39525656077700955,55,45.0,0.0,36,0
7,-0.2143391810413527,55,25.0,0.0,36,0
7,2.278300273094364,29,80.0,0.0,36,0
7,-0.2243901465822225,26,46.0,0.0,49,0
7,-0.3047978709091811,40,80.0,0.0,36,0
7,-0.38520559523613973,56,32.0,0.0,36,0
7,-0.3751546296952699,116,10.0,0.0,36,0
7,-0.4555623540222285,126,10.0,0.0,36,0
7,-0.425409457399619,126,10.0,0.0,24,0
7,-0.3751546296952699,4,33.0,0.0,36,0
7,0.04698592302126276,23,10.0,0.0,22,0
7,-0.47566428510396813,116,14.0,0.0,36,0
7,-0.4656133195630983,67,49.0,0.0,21,0
7,-0.02337083576482601,26,31.0,0.0,36,0
7,-0.40530752631787936,52,15.0,0.0,36,0
7,2.288351238635234,23,80.0,0.0,29,0
7,-0.3450017330726604,116,80.0,0.0,36,0
7,-0.23444111212309235,101,19.0,0.0,29,0
7,-0.09372759455091478,62,43.0,0.0,36,0
7,-0.4555623540222285,141,10.0,0.0,36,0
7,-0.10377856009178461,62,80.0,0.0,36,0
7,-0.4455113884813587,52,10.0,0.0,36,0
7,0.31836199262474807,62,36.0,0.0,36,0
7,-0.43546042294048887,116,16.0,0.0,45,0
7,-0.4153584918587492,126,10.0,0.0,53,0
7,-0.4455113884813587,78,19.0,0.0,36,0
7,0.7304515798004109,101,13.0,0.0,36,0
7,-0.1841862844187432,78,14.0,0.0,36,0
7,0.9917766838630263,62,40.0,0.0,36,0
7,-0.425409457399619,141,10.0,0.0,58,0
7,0.7405025453412807,116,49.0,0.0,36,0
7,-0.2143391810413527,60,72.0,0.0,36,0
7,-0.1741353188778734,67,55.0,0.0,36,0
7,0.14749557842996103,62,38.0,0.0,36,0
7,-0.31484883645005096,141,0.0,0.0,36,0
7,-0.3248998019909208,78,40.0,0.0,35,0
7,-0.16408435333700355,26,32.0,0.0,36,0
7,-0.425409457399619,21,41.0,0.0,36,0
7,-0.27464497428657164,120,30.0,0.0,36,0
7,-0.3248998019909208,126,27.0,0.0,36,0
7,-0.08367662901004497,23,40.0,0.0,26,0
7,2.2984022041761034,23,62.0,0.0,32,0
7,-0.24449207766396217,116,16.0,0.0,36,0
7,-0.23444111212309235,55,30.0,0.0,36,0
7,-0.31484883645005096,123,17.0,0.0,36,0
7,1.5546307541517363,116,32.0,0.0,36,0
7,0.6299419243917126,67,23.0,0.0,36,0
7,-0.47566428510396813,129,56.0,0.0,36,0
7,-0.39525656077700955,116,20.0,0.0,55,0
7,-0.425409457399619,116,20.0,0.0,36,0
7,-0.4153584918587492,52,55.0,0.0,49,0
7,-0.2243901465822225,116,20.0,0.0,36,0
7,0.04698592302126276,109,20.0,0.0,36,0
7,-0.3751546296952699,4,47.0,0.0,36,0
7,-0.36510366415440004,141,20.0,0.0,39,0
7,-0.1841862844187432,137,20.0,0.0,45,0
8,-0.39525656077700955,55,31.0,12.4,118,0
8,-0.31484883645005096,55,0.0,28.8,118,0
8,-0.425409457399619,55,62.0,24.8,118,0
8,-0.3751546296952699,55,60.0,24.0,118,0
8,-0.3450017330726604,55,50.0,20.0,118,0
10,-0.09372759455091478,56,28.0,10.64,48,0
10,-0.11382952563265444,90,75.0,28.5,48,0
10,0.6198909588508428,44,95.0,36.1,48,0
