code,planName,duration,country,netSales,netProfit,age,accident
2,9,0.03399549457300839,116,69.55,17.39,26,0
2,9,0.005119803399549457,116,30.55,7.64,35,0
2,17,0.0030718820397296746,116,19.5,4.88,34,0
2,17,0.006348556215441327,116,31.85,7.96,45,0
2,13,0.005119803399549457,116,77.35,19.34,52,0
6,16,0.005119803399549457,78,29.7,17.82,31,0
6,16,0.006348556215441327,4,39.6,23.76,52,0
6,16,0.001433544951873848,78,0.0,29.7,53,0
6,16,0.0057341798074953924,137,148.5,89.1,40,0
6,16,0.0057341798074953924,126,29.7,17.82,31,0
6,16,0.03153798894122466,137,9.9,5.94,31,0
6,16,0.010239606799098914,4,59.4,35.64,26,0
6,16,0.006553348351423305,78,59.4,35.64,27,0
6,16,0.002252713495801761,126,49.5,29.7,50,0
6,16,0.006962932623387262,78,49.5,29.7,31,0
6,16,0.0012287528158918697,78,19.8,11.88,29,0
6,16,0.023141511365963544,4,89.1,53.46,31,0
6,16,0.0073725168953512185,4,19.8,11.88,34,0
6,16,0.0043006348556215435,78,39.6,23.76,35,0
6,16,0.004505426991603522,4,148.5,89.1,34,0
6,16,0.04157280360434159,4,0.0,77.22,23,0
6,16,0.0008191685439279131,116,9.9,5.94,44,0
7,1,0.0012287528158918697,141,20.0,0.0,36,0
7,1,0.0030718820397296746,126,20.0,0.0,36,0
7,1,0.008396477575261109,102,69.0,0.0,36,0
7,1,0.0024575056317837395,52,20.0,0.0,36,0
7,1,0.01310669670284661,123,22.0,0.0,36,0
7,1,0.0012287528158918697,78,20.0,0.0,53,0
7,1,0.018840876510342,67,42.0,0.0,36,0
7,1,0.0024575056317837395,101,56.0,0.0,36,0
7,1,0.0030718820397296746,78,20.0,0.0,43,0
7,1,0.0043006348556215435,126,20.0,0.0,36,0
7,1,0.0010239606799098914,116,20.0,0.0,39,0
7,1,0.0040958427196395655,126,20.0,0.0,45,0
7,1,0.0040958427196395655,141,20.0,0.0,36,0
7,1,0.004915011263567479,26,69.0,0.0,36,0
7,1,0.0016383370878558263,26,36.0,0.0,36,0
7,1,0.002662297767765718,78,20.0,0.0,48,0
7,1,0.0040958427196395655,62,112.0,0.0,36,0
7,1,0.0028670899037476962,26,27.0,0.0,36,0
7,1,0.016997747286504196,67,32.0,0.0,24,0
7,1,0.007782101167315175,116,67.0,0.0,36,0
7,1,0.006143764079459348,116,20.0,0.0,36,0
7,1,0.012082736022936719,67,53.0,0.0,57,0
7,1,0.009010853983207045,78,20.0,0.0,36,0
7,1,0.01904566864632398,62,44.0,0.0,29,0
7,1,0.0018431292238378044,52,20.0,0.0,61,0
7,1,0.0028670899037476962,78,20.0,0.0,27,0
7,1,0.010444398935080892,78,20.0,0.0,27,0
7,1,0.0030718820397296746,56,20.0,0.0,36,0
7,1,0.006143764079459348,55,50.0,0.0,36,0
7,1,0.025803809133729264,62,89.0,0.0,25,0
7,10,0.0018431292238378044,78,16.0,0.0,36,0
7,10,0.004915011263567479,52,29.0,0.0,36,0
7,10,0.0006143764079459349,137,20.0,0.0,47,0
7,10,0.006143764079459348,126,27.0,0.0,36,0
7,10,0.0030718820397296746,26,33.0,0.0,36,0
7,10,0.024575056317837393,87,10.0,0.0,35,0
7,10,0.0018431292238378044,116,18.0,0.0,36,0
7,10,0.0018431292238378044,67,58.0,0.0,36,0
7,10,0.011058775343026827,119,46.0,0.0,36,0
7,10,0.012492320294900675,87,16.0,0.0,21,0
7,10,0.008191685439279131,52,12.0,0.0,36,0
7,10,0.0040958427196395655,126,29.0,0.0,36,0
7,10,0.01535941019864837,137,69.0,0.0,59,0
7,10,0.004710219127585501,56,15.0,0.0,31,0
7,10,0.005529387671513414,78,20.0,0.0,36,0
7,10,0.0043006348556215435,67,19.0,0.0,36,0
7,10,0.004505426991603522,78,13.0,0.0,36,0
7,10,0.00716772475936924,136,74.0,0.0,36,0
7,10,0.005324595535531436,126,10.0,0.0,36,0
7,10,0.0006143764079459349,137,17.0,0.0,28,0
7,10,0.0028670899037476962,78,13.0,0.0,36,0
7,10,0.001433544951873848,78,10.0,0.0,36,0
7,10,0.005529387671513414,31,80.0,0.0,36,0
7,10,0.0028670899037476962,52,80.0,0.0,36,0
7,10,0.0028670899037476962,126,34.0,0.0,36,0
7,10,0.019660045054269916,4,80.0,0.0,36,0
7,10,0.0030718820397296746,87,10.0,0.0,36,0
7,10,0.009830022527134956,4,80.0,0.0,36,0
7,10,0.006348556215441327,67,22.0,0.0,30,0
7,10,0.012082736022936719,116,11.0,0.0,40,0
7,10,0.017202539422486174,44,80.0,0.0,36,0
7,10,0.0030718820397296746,120,10.0,0.0,36,0
7,10,0.0028670899037476962,21,14.0,0.0,36,0
7,10,0.002252713495801761,126,13.0,0.0,36,0
7,0,0.011673151750972761,4,26.0,0.0,36,0
7,0,0.0008191685439279131,78,20.0,0.0,36,0
7,0,0.0057341798074953924,78,20.0,0.0,24,0
7,0,0.0012287528158918697,26,20.0,0.0,36,0
7,0,0.005529387671513414,26,46.0,0.0,36,0
7,0,0.010444398935080892,116,20.0,0.0,29,0
8,25,0.0012287528158918697,55,62.0,24.8,118,0
12,25,0.0032766741757116525,19,15.0,6.0,39,0
13,22,0.011468359614990783,116,1.98,0.56,48,0
13,22,0.008601269711243087,116,3.89,1.09,48,0
13,22,0.002662297767765718,116,7.21,2.02,48,0
9,8,0.001433544951873848,52,22.0,7.7,67,0
9,8,0.001433544951873848,56,22.0,7.7,53,0
9,8,0.0016383370878558263,126,22.0,7.7,60,0
9,8,0.0008191685439279131,141,18.0,6.3,57,0
9,8,0.003481466311693631,21,30.0,10.5,57,0
9,8,0.018840876510342,78,22.0,7.7,57,0
9,8,0.004710219127585501,141,22.0,7.7,40,0
9,8,0.027032561949621132,56,33.0,11.55,38,0
9,8,0.0073725168953512185,26,22.0,7.7,46,0
9,25,0.010444398935080892,5,67.0,23.45,49,0
9,25,0.00716772475936924,4,92.0,32.2,72,0
2,9,0.0043006348556215435,116,17.55,4.39,31,0
2,9,0.0012287528158918697,116,17.55,4.39,35,0
2,9,0.002252713495801761,116,17.55,4.39,26,0
2,9,0.006143764079459348,116,17.55,4.39,33,0
2,9,0.0040958427196395655,116,0.0,7.47,45,0
2,9,0.0040958427196395655,116,38.35,9.59,34,0
2,9,0.011673151750972761,116,94.0,23.5,30,0
2,9,0.006962932623387262,116,44.85,11.21,27,0
2,17,0.0030718820397296746,116,62.25,15.56,27,0
2,17,0.0030718820397296746,116,81.75,20.44,30,0
2,17,0.0024575056317837395,116,43.55,10.89,45,1
2,17,0.0024575056317837395,116,43.55,10.89,46,0
2,17,0.0073725168953512185,116,109.0,27.25,27,0
2,4,0.07986893303297153,116,252.85,63.21,29,0
2,4,0.07986893303297153,116,260.63,65.16,30,0
2,4,0.07577309031333196,116,252.85,63.21,30,0
6,16,0.02375588777390948,136,69.3,41.58,51,0
6,16,0.004505426991603522,60,39.6,23.76,51,0
6,16,0.008601269711243087,118,128.7,77.22,55,0
6,16,0.0010239606799098914,78,29.7,17.82,28,0
6,16,0.01781691583043211,92,108.9,65.34,35,0
6,16,0.001433544951873848,78,0.0,29.7,54,0
6,16,0.0038910505836575876,137,118.8,71.28,32,0
6,16,0.0016383370878558263,137,29.7,17.82,31,0
6,16,0.02764693835756707,95,0.0,65.34,31,0
6,16,0.001433544951873848,136,39.6,23.76,31,0
6,16,0.001433544951873848,126,29.7,17.82,44,0
6,16,0.001433544951873848,4,29.7,17.82,29,0
6,16,0.009625230391152978,126,19.8,11.88,33,0
6,16,0.0020479213598197828,118,49.5,29.7,31,0
6,16,0.021503174278107717,137,158.4,95.04,29,0
6,16,0.0028670899037476962,62,29.7,17.82,31,0
7,1,0.030514028261314764,136,64.0,0.0,36,0
7,1,0.006962932623387262,125,112.0,0.0,36,0
7,1,0.0057341798074953924,78,20.0,0.0,36,0
7,1,0.007986893303297153,137,112.0,0.0,31,0
7,1,0.006962932623387262,137,50.0,0.0,25,0
7,1,0.0018431292238378044,52,23.0,0.0,28,0
7,1,0.008396477575261109,116,38.0,0.0,36,0
7,1,0.00593897194347737,56,20.0,0.0,36,0
7,1,0.004915011263567479,56,20.0,0.0,36,0
7,1,0.06307597788244931,62,31.0,0.0,36,0
7,1,0.002662297767765718,4,74.0,0.0,36,0
7,1,0.0028670899037476962,70,37.0,0.0,36,0
7,1,0.004710219127585501,26,52.0,0.0,36,0
7,1,0.011877943886954739,60,69.0,0.0,36,0
7,1,0.011877943886954739,60,69.0,0.0,36,0
7,1,0.004505426991603522,126,20.0,0.0,36,0
7,1,0.008806061847225065,141,26.0,0.0,36,0
7,1,0.003481466311693631,101,30.0,0.0,36,0
7,1,0.004505426991603522,55,46.0,0.0,36,0
7,1,0.002252713495801761,126,20.0,0.0,36,0
7,1,0.0032766741757116525,126,20.0,0.0,40,0
7,1,0.007577309031333196,116,56.0,0.0,36,0
7,1,0.0008191685439279131,78,29.0,0.0,36,0
7,1,0.0020479213598197828,78,20.0,0.0,35,0
7,1,0.002252713495801761,116,0.0,0.0,36,0
7,1,0.0020479213598197828,78,32.0,0.0,36,0
7,1,0.0024575056317837395,141,23.0,0.0,36,0
7,1,0.005324595535531436,141,71.0,0.0,36,0
7,1,0.0012287528158918697,116,20.0,0.0,36,0
7,1,0.0010239606799098914,78,20.0,0.0,36,0
7,1,0.0012287528158918697,26,37.0,0.0,36,0
7,1,0.0010239606799098914,78,20.0,0.0,25,0
7,1,0.0038910505836575876,126,26.0,0.0,69,0
7,1,0.01576899447061233,4,31.0,0.0,36,0
7,1,0.002252713495801761,116,30.0,0.0,36,0
7,1,0.010034814663116936,78,37.0,0.0,31,0
7,1,0.006143764079459348,120,39.0,0.0,36,0
7,1,0.017407331558468152,101,20.0,0.0,39,0
7,1,0.011877943886954739,4,27.0,0.0,36,0
7,10,0.0006143764079459349,137,24.0,0.0,60,0
7,10,0.01535941019864837,126,16.0,0.0,36,1
7,10,0.0028670899037476962,78,10.0,0.0,36,0
7,10,0.003481466311693631,116,19.0,0.0,36,0
7,10,0.0028670899037476962,141,37.0,0.0,36,0
7,10,0.00593897194347737,116,70.0,0.0,26,0
7,10,0.00593897194347737,78,10.0,0.0,49,0
7,10,0.008806061847225065,67,10.0,0.0,22,0
7,10,0.008806061847225065,67,10.0,0.0,23,0
7,10,0.007577309031333196,87,13.0,0.0,39,0
7,10,0.0020479213598197828,137,42.0,0.0,55,0
7,10,0.0073725168953512185,26,33.0,0.0,36,0
7,10,0.00593897194347737,21,17.0,0.0,36,0
7,10,0.011468359614990783,67,39.0,0.0,36,0
7,10,0.002662297767765718,52,18.0,0.0,36,0
7,10,0.001433544951873848,52,29.0,0.0,36,0
7,10,0.008601269711243087,52,24.0,0.0,28,0
7,10,0.006348556215441327,123,43.0,0.0,36,0
7,10,0.0018431292238378044,116,10.0,0.0,36,0
7,10,0.006143764079459348,126,30.0,0.0,36,0
7,10,0.012082736022936719,120,10.0,0.0,32,0
7,10,0.008191685439279131,137,18.0,0.0,38,0
7,10,0.011263567479008805,92,59.0,0.0,36,0
7,10,0.008601269711243087,116,16.0,0.0,45,0
7,10,0.0040958427196395655,87,19.0,0.0,36,0
7,10,0.006962932623387262,26,33.0,0.0,36,0
7,10,0.0030718820397296746,52,21.0,0.0,53,0
7,10,0.003481466311693631,26,32.0,0.0,36,0
7,10,0.002662297767765718,26,24.0,0.0,36,0
7,10,0.0030718820397296746,26,16.0,0.0,36,0
7,10,0.007782101167315175,137,11.0,0.0,21,0
7,10,0.0057341798074953924,78,22.0,0.0,54,0
7,10,0.00593897194347737,55,0.0,0.0,36,0
7,10,0.010444398935080892,4,18.0,0.0,36,0
7,10,0.00716772475936924,56,10.0,0.0,36,0
7,10,0.00593897194347737,56,10.0,0.0,28,0
7,10,0.016997747286504196,89,45.0,0.0,36,0
7,10,0.00593897194347737,52,30.0,0.0,20,0
7,10,0.005529387671513414,4,45.0,0.0,36,0
7,10,0.017202539422486174,101,14.0,0.0,36,0
7,10,0.014745033790702435,123,21.0,0.0,36,0
7,10,0.0043006348556215435,78,10.0,0.0,36,0
7,10,0.0043006348556215435,78,10.0,0.0,36,0
7,0,0.0032766741757116525,26,20.0,0.0,36,0
7,0,0.0016383370878558263,87,20.0,0.0,57,0
7,0,0.002252713495801761,87,20.0,0.0,36,0
7,0,0.011058775343026827,4,28.0,0.0,36,0
7,0,0.0038910505836575876,62,39.0,0.0,36,0
7,0,0.001433544951873848,116,51.0,0.0,36,0
7,0,0.010444398935080892,101,20.0,0.0,36,0
7,0,0.001433544951873848,141,20.0,0.0,29,0
7,0,0.0038910505836575876,78,37.0,0.0,36,0
8,25,0.0036862584476756092,55,50.0,20.0,118,0
12,25,0.01576899447061233,19,31.0,12.4,78,0
12,25,0.0010239606799098914,19,15.0,6.0,48,0
13,22,0.008396477575261109,116,1.48,0.41,48,0
13,22,0.011263567479008805,116,73.67,20.65,48,0
13,22,0.008601269711243087,116,7.21,2.02,48,0
13,22,0.0030718820397296746,116,5.09,1.43,48,0
9,8,0.0012287528158918697,87,18.0,6.3,29,0
9,8,0.011468359614990783,52,26.0,9.1,40,0
9,8,0.0010239606799098914,78,18.0,6.3,33,0
9,8,0.001433544951873848,78,18.0,6.3,40,0
9,8,0.0217079664140897,62,35.0,12.25,38,0
9,8,0.0024575056317837395,126,22.0,7.7,42,0
9,8,0.005324595535531436,55,35.0,12.25,53,0
9,8,0.0024575056317837395,126,22.0,7.7,45,0
9,8,0.010239606799098914,55,50.0,17.5,53,0
9,8,0.0016383370878558263,126,18.0,6.3,49,0
9,8,0.0018431292238378044,123,26.0,9.1,47,0
9,8,0.004505426991603522,120,26.0,9.1,45,0
9,8,0.0016383370878558263,26,26.0,9.1,47,0
9,8,0.003481466311693631,126,22.0,7.7,49,0
9,8,0.0012287528158918697,126,18.0,6.3,55,0
9,8,0.010239606799098914,62,26.0,9.1,32,0
9,8,0.0032766741757116525,126,22.0,7.7,70,0
9,8,0.0032766741757116525,87,33.0,11.55,34,0
9,8,0.009010853983207045,26,63.0,22.05,48,0
9,8,0.0030718820397296746,126,22.0,7.7,68,0
9,25,0.02723735408560311,136,125.0,43.75,31,0
9,25,0.007782101167315175,136,87.0,30.45,51,0
9,25,0.04177759574032357,41,149.0,52.15,38,0
9,25,0.009010853983207045,26,92.0,32.2,53,0
9,25,0.002662297767765718,44,87.0,30.45,49,0
9,25,0.0024575056317837395,26,45.0,15.75,50,0
5,12,0.019250460782305957,78,29.0,9.57,72,0
5,12,0.019250460782305957,78,29.0,9.57,77,0
4,12,0.001433544951873848,78,29.0,9.57,118,0
4,12,0.001433544951873848,78,29.0,9.57,118,0
4,12,0.001433544951873848,78,29.0,9.57,118,0
3,12,0.007782101167315175,126,29.0,9.57,63,0
1,2,0.0008191685439279131,101,7.44,2.6,48,0
1,2,0.0008191685439279131,126,9.48,3.32,48,0
2,9,0.0024575056317837395,116,38.35,9.59,71,0
2,9,0.0038910505836575876,116,38.35,9.59,45,0
2,9,0.006962932623387262,116,22.1,5.53,28,0
2,9,0.006962932623387262,116,38.35,9.59,26,0
2,9,0.0012287528158918697,116,17.55,4.39,22,0
2,9,0.0018431292238378044,116,17.25,4.31,60,0
2,9,0.03706737661273807,116,682.0,170.5,25,0
2,9,0.00716772475936924,116,17.25,4.31,30,0
2,9,0.001433544951873848,116,17.55,4.39,25,0
2,9,0.006758140487405284,116,38.35,9.59,56,0
2,17,0.0040958427196395655,116,71.0,17.75,42,0
2,17,0.002662297767765718,116,62.25,15.56,33,1
2,17,0.01290190456686463,116,25.9,6.47,37,0
2,17,0.001433544951873848,116,25.9,6.47,42,0
2,13,0.0057341798074953924,116,119.0,29.75,48,0
2,4,0.07515871390538603,116,187.85,46.96,32,1
2,4,0.07700184312922383,116,252.85,63.21,42,0
2,4,0.07945934876100758,116,252.85,63.21,33,0
2,3,0.07597788244931394,116,389.35,97.34,42,0
6,16,0.01802170796641409,78,39.6,23.76,43,0
6,16,0.0008191685439279131,78,9.9,5.94,67,0
6,16,0.0008191685439279131,137,19.8,11.88,30,0
6,16,0.0038910505836575876,126,29.7,17.82,52,0
6,16,0.012697112430882652,78,19.8,11.88,31,0
6,16,0.006143764079459348,126,49.5,29.7,31,0
6,16,0.0020479213598197828,78,19.8,11.88,69,0
6,16,0.006962932623387262,78,0.0,89.1,45,0
6,16,0.0057341798074953924,4,39.6,23.76,43,0
6,16,0.020888797870161784,4,0.0,106.92,31,0
6,16,0.021912758550071677,136,39.6,23.76,32,1
6,16,0.050378865451566654,126,49.5,29.7,41,0
6,16,0.0073725168953512185,4,59.4,35.64,35,0
7,1,0.011877943886954739,126,31.0,0.0,32,0
7,1,0.011058775343026827,101,34.0,0.0,36,0
7,1,0.011263567479008805,101,20.0,0.0,26,0
7,1,0.008396477575261109,78,20.0,0.0,36,0
7,1,0.020684005734179806,126,33.0,0.0,36,0
7,1,0.009625230391152978,123,25.0,0.0,36,0
7,1,0.002252713495801761,56,20.0,0.0,51,0
7,1,0.004710219127585501,78,20.0,0.0,36,0
7,1,0.011058775343026827,101,34.0,0.0,36,0
7,1,0.011058775343026827,101,34.0,0.0,36,0
7,1,0.015973786606594306,26,38.0,0.0,36,0
7,1,0.005529387671513414,101,70.0,0.0,36,0
7,1,0.009830022527134956,126,24.0,0.0,36,0
7,1,0.04177759574032357,119,76.0,0.0,36,0
7,1,0.021503174278107717,67,56.0,0.0,36,0
7,1,0.002662297767765718,116,26.0,0.0,36,0
7,1,0.00716772475936924,52,21.0,0.0,26,0
7,1,0.02252713495801761,87,20.0,0.0,29,0
7,1,0.0043006348556215435,78,20.0,0.0,50,0
7,1,0.057546590210935895,136,107.0,0.0,36,0
7,1,0.002252713495801761,26,87.0,0.0,36,1
7,1,0.0030718820397296746,56,20.0,0.0,65,0
7,1,0.002662297767765718,126,20.0,0.0,36,0
7,1,0.0020479213598197828,116,30.0,0.0,36,0
7,1,0.0036862584476756092,26,46.0,0.0,36,0
7,1,0.0016383370878558263,56,26.0,0.0,36,0
7,1,0.0024575056317837395,21,103.0,0.0,36,0
7,1,0.0032766741757116525,78,20.0,0.0,39,0
7,1,0.009625230391152978,26,0.0,0.0,36,0
7,1,0.05713700593897194,31,21.0,0.0,36,0
7,1,0.009625230391152978,26,33.0,0.0,36,0
7,1,0.022322342822035632,126,20.0,0.0,38,0
7,1,0.0024575056317837395,26,68.0,0.0,36,0
7,1,0.01290190456686463,56,25.0,0.0,36,0
7,1,0.017407331558468152,26,28.0,0.0,36,0
7,1,0.01290190456686463,56,25.0,0.0,36,0
7,1,0.010034814663116936,126,68.0,0.0,36,0
7,1,0.0073725168953512185,4,62.0,0.0,36,0
7,1,0.005529387671513414,137,98.0,0.0,38,0
7,1,0.0018431292238378044,90,112.0,0.0,36,0
7,1,0.0018431292238378044,78,20.0,0.0,36,0
7,10,0.0040958427196395655,26,31.0,0.0,36,0
7,10,0.008191685439279131,137,10.0,0.0,42,0
7,10,0.0028670899037476962,52,21.0,0.0,51,0
7,10,0.0016383370878558263,116,13.0,0.0,28,0
7,10,0.0032766741757116525,126,27.0,0.0,36,0
7,10,0.008806061847225065,56,12.0,0.0,36,0
7,10,0.011877943886954739,123,21.0,0.0,36,0
7,10,0.0018431292238378044,76,19.0,0.0,36,0
7,10,0.004915011263567479,78,11.0,0.0,45,0
7,10,0.005324595535531436,116,60.0,0.0,36,0
7,10,0.012492320294900675,87,16.0,0.0,36,0
7,10,0.0028670899037476962,78,20.0,0.0,45,0
7,10,0.015973786606594306,55,22.0,0.0,36,0
7,10,0.0028670899037476962,141,15.0,0.0,36,0
7,10,0.009625230391152978,126,30.0,0.0,36,0
7,10,0.017407331558468152,101,23.0,0.0,36,0
7,10,0.0024575056317837395,55,45.0,0.0,36,0
7,10,0.006143764079459348,55,25.0,0.0,36,0
7,10,0.05693221380298996,29,80.0,0.0,36,0
7,10,0.00593897194347737,26,46.0,0.0,49,0
7,10,0.0043006348556215435,40,80.0,0.0,36,0
7,10,0.002662297767765718,56,32.0,0.0,36,0
7,10,0.0028670899037476962,116,10.0,0.0,36,0
7,10,0.0012287528158918697,126,10.0,0.0,36,0
7,10,0.0018431292238378044,126,10.0,0.0,24,0
7,10,0.0028670899037476962,4,33.0,0.0,36,0
7,10,0.011468359614990783,23,10.0,0.0,22,0
7,10,0.0008191685439279131,116,14.0,0.0,36,0
7,10,0.0010239606799098914,67,49.0,0.0,21,0
7,10,0.010034814663116936,26,31.0,0.0,36,0
7,10,0.002252713495801761,52,15.0,0.0,36,0
7,10,0.05713700593897194,23,80.0,0.0,29,0
7,10,0.003481466311693631,116,80.0,0.0,36,0
7,10,0.0057341798074953924,101,19.0,0.0,29,0
7,10,0.008601269711243087,62,43.0,0.0,36,0
7,10,0.0012287528158918697,141,10.0,0.0,36,0
7,10,0.008396477575261109,62,80.0,0.0,36,0
7,10,0.001433544951873848,52,10.0,0.0,36,0
7,10,0.016997747286504196,62,36.0,0.0,36,0
7,10,0.0016383370878558263,116,16.0,0.0,45,0
7,10,0.0020479213598197828,126,10.0,0.0,53,0
7,10,0.001433544951873848,78,19.0,0.0,36,0
7,10,0.025394224861765305,101,13.0,0.0,36,0
7,10,0.006758140487405284,78,14.0,0.0,36,0
7,10,0.03071882039729674,62,40.0,0.0,36,0
7,10,0.0018431292238378044,141,10.0,0.0,58,0
7,10,0.025599016997747283,116,49.0,0.0,36,0
