code,duration,country,netSales,netProfit,age,accident
7,21,56,15.0,0.0,31,0
7,25,78,20.0,0.0,36,0
7,19,67,19.0,0.0,36,0
7,20,78,13.0,0.0,36,0
7,33,136,74.0,0.0,36,0
7,24,126,10.0,0.0,36,0
7,1,137,17.0,0.0,28,0
7,12,78,13.0,0.0,36,0
7,5,78,10.0,0.0,36,0
7,25,31,80.0,0.0,36,0
7,12,52,80.0,0.0,36,0
7,12,126,34.0,0.0,36,0
7,94,4,80.0,0.0,36,0
7,13,87,10.0,0.0,36,0
7,46,4,80.0,0.0,36,0
7,29,67,22.0,0.0,30,0
7,57,116,11.0,0.0,40,0
7,82,44,80.0,0.0,36,0
7,13,120,10.0,0.0,36,0
7,12,21,14.0,0.0,36,0
7,9,126,13.0,0.0,36,0
7,55,4,26.0,0.0,36,0
7,2,78,20.0,0.0,36,0
7,26,78,20.0,0.0,24,0
7,4,26,20.0,0.0,36,0
7,25,26,46.0,0.0,36,0
7,49,116,20.0,0.0,29,0
8,4,55,62.0,24.8,118,0
12,14,19,15.0,6.0,39,0
13,54,116,1.98,0.56,48,0
13,40,116,3.89,1.09,48,0
13,11,116,7.21,2.02,48,0
9,5,52,22.0,7.7,67,0
9,5,56,22.0,7.7,53,0
9,6,126,22.0,7.7,60,0
9,2,141,18.0,6.3,57,0
9,15,21,30.0,10.5,57,0
9,90,78,22.0,7.7,57,0
9,21,141,22.0,7.7,40,0
9,130,56,33.0,11.55,38,0
9,34,26,22.0,7.7,46,0
9,49,5,67.0,23.45,49,0
9,33,4,92.0,32.2,72,0
2,19,116,17.55,4.39,31,0
2,4,116,17.55,4.39,35,0
2,9,116,17.55,4.39,26,0
2,28,116,17.55,4.39,33,0
2,18,116,0.0,7.47,45,0
2,18,116,38.35,9.59,34,0
2,55,116,94.0,23.5,30,0
2,32,116,44.85,11.21,27,0
2,13,116,62.25,15.56,27,0
2,13,116,81.75,20.44,30,0
2,10,116,43.55,10.89,45,1
2,10,116,43.55,10.89,46,0
2,34,116,109.0,27.25,27,0
2,388,116,252.85,63.21,29,0
2,388,116,260.63,65.16,30,0
2,368,116,252.85,63.21,30,0
6,114,136,69.3,41.58,51,0
6,20,60,39.6,23.76,51,0
6,40,118,128.7,77.22,55,0
6,3,78,29.7,17.82,28,0
6,85,92,108.9,65.34,35,0
6,5,78,0.0,29.7,54,0
6,17,137,118.8,71.28,32,0
6,6,137,29.7,17.82,31,0
6,133,95,0.0,65.34,31,0
6,5,136,39.6,23.76,31,0
6,5,126,29.7,17.82,44,0
6,5,4,29.7,17.82,29,0
6,45,126,19.8,11.88,33,0
6,8,118,49.5,29.7,31,0
6,103,137,158.4,95.04,29,0
6,12,62,29.7,17.82,31,0
7,147,136,64.0,0.0,36,0
7,32,125,112.0,0.0,36,0
7,26,78,20.0,0.0,36,0
7,37,137,112.0,0.0,31,0
7,32,137,50.0,0.0,25,0
7,7,52,23.0,0.0,28,0
7,39,116,38.0,0.0,36,0
7,27,56,20.0,0.0,36,0
7,22,56,20.0,0.0,36,0
7,306,62,31.0,0.0,36,0
7,11,4,74.0,0.0,36,0
7,12,70,37.0,0.0,36,0
7,21,26,52.0,0.0,36,0
7,56,60,69.0,0.0,36,0
7,56,60,69.0,0.0,36,0
7,20,126,20.0,0.0,36,0
7,41,141,26.0,0.0,36,0
7,15,101,30.0,0.0,36,0
7,20,55,46.0,0.0,36,0
7,9,126,20.0,0.0,36,0
7,14,126,20.0,0.0,40,0
7,35,116,56.0,0.0,36,0
7,2,78,29.0,0.0,36,0
7,8,78,20.0,0.0,35,0
7,9,116,0.0,0.0,36,0
7,8,78,32.0,0.0,36,0
7,10,141,23.0,0.0,36,0
7,24,141,71.0,0.0,36,0
7,4,116,20.0,0.0,36,0
7,3,78,20.0,0.0,36,0
7,4,26,37.0,0.0,36,0
7,3,78,20.0,0.0,25,0
7,17,126,26.0,0.0,69,0
7,75,4,31.0,0.0,36,0
7,9,116,30.0,0.0,36,0
7,47,78,37.0,0.0,31,0
7,28,120,39.0,0.0,36,0
7,83,101,20.0,0.0,39,0
7,56,4,27.0,0.0,36,0
7,1,137,24.0,0.0,60,0
7,73,126,16.0,0.0,36,1
7,12,78,10.0,0.0,36,0
7,15,116,19.0,0.0,36,0
7,12,141,37.0,0.0,36,0
7,27,116,70.0,0.0,26,0
7,27,78,10.0,0.0,49,0
7,41,67,10.0,0.0,22,0
7,41,67,10.0,0.0,23,0
7,35,87,13.0,0.0,39,0
7,8,137,42.0,0.0,55,0
7,34,26,33.0,0.0,36,0
7,27,21,17.0,0.0,36,0
7,54,67,39.0,0.0,36,0
7,11,52,18.0,0.0,36,0
7,5,52,29.0,0.0,36,0
7,40,52,24.0,0.0,28,0
7,29,123,43.0,0.0,36,0
7,7,116,10.0,0.0,36,0
7,28,126,30.0,0.0,36,0
7,57,120,10.0,0.0,32,0
7,38,137,18.0,0.0,38,0
7,53,92,59.0,0.0,36,0
7,40,116,16.0,0.0,45,0
7,18,87,19.0,0.0,36,0
7,32,26,33.0,0.0,36,0
7,13,52,21.0,0.0,53,0
7,15,26,32.0,0.0,36,0
7,11,26,24.0,0.0,36,0
7,13,26,16.0,0.0,36,0
7,36,137,11.0,0.0,21,0
7,26,78,22.0,0.0,54,0
7,27,55,0.0,0.0,36,0
7,49,4,18.0,0.0,36,0
7,33,56,10.0,0.0,36,0
7,27,56,10.0,0.0,28,0
7,81,89,45.0,0.0,36,0
7,27,52,30.0,0.0,20,0
7,25,4,45.0,0.0,36,0
7,82,101,14.0,0.0,36,0
7,70,123,21.0,0.0,36,0
7,19,78,10.0,0.0,36,0
7,19,78,10.0,0.0,36,0
7,14,26,20.0,0.0,36,0
7,6,87,20.0,0.0,57,0
7,9,87,20.0,0.0,36,0
7,52,4,28.0,0.0,36,0
7,17,62,39.0,0.0,36,0
7,5,116,51.0,0.0,36,0
7,49,101,20.0,0.0,36,0
7,5,141,20.0,0.0,29,0
7,17,78,37.0,0.0,36,0
8,16,55,50.0,20.0,118,0
12,75,19,31.0,12.4,78,0
12,3,19,15.0,6.0,48,0
13,39,116,1.48,0.41,48,0
13,53,116,73.67,20.65,48,0
13,40,116,7.21,2.02,48,0
13,13,116,5.09,1.43,48,0
9,4,87,18.0,6.3,29,0
9,54,52,26.0,9.1,40,0
9,3,78,18.0,6.3,33,0
9,5,78,18.0,6.3,40,0
9,104,62,35.0,12.25,38,0
9,10,126,22.0,7.7,42,0
9,24,55,35.0,12.25,53,0
9,10,126,22.0,7.7,45,0
9,48,55,50.0,17.5,53,0
9,6,126,18.0,6.3,49,0
9,7,123,26.0,9.1,47,0
9,20,120,26.0,9.1,45,0
9,6,26,26.0,9.1,47,0
9,15,126,22.0,7.7,49,0
9,4,126,18.0,6.3,55,0
9,48,62,26.0,9.1,32,0
9,14,126,22.0,7.7,70,0
9,14,87,33.0,11.55,34,0
9,42,26,63.0,22.05,48,0
9,13,126,22.0,7.7,68,0
9,131,136,125.0,43.75,31,0
9,36,136,87.0,30.45,51,0
9,202,41,149.0,52.15,38,0
9,42,26,92.0,32.2,53,0
9,11,44,87.0,30.45,49,0
9,10,26,45.0,15.75,50,0
5,92,78,29.0,9.57,72,0
5,92,78,29.0,9.57,77,0
4,5,78,29.0,9.57,118,0
4,5,78,29.0,9.57,118,0
4,5,78,29.0,9.57,118,0
3,36,126,29.0,9.57,63,0
1,2,101,7.44,2.6,48,0
1,2,126,9.48,3.32,48,0
2,10,116,38.35,9.59,71,0
2,17,116,38.35,9.59,45,0
2,32,116,22.1,5.53,28,0
2,32,116,38.35,9.59,26,0
2,4,116,17.55,4.39,22,0
2,7,116,17.25,4.31,60,0
2,179,116,682.0,170.5,25,0
2,33,116,17.25,4.31,30,0
2,5,116,17.55,4.39,25,0
2,31,116,38.35,9.59,56,0
2,18,116,71.0,17.75,42,0
2,11,116,62.25,15.56,33,1
2,61,116,25.9,6.47,37,0
2,5,116,25.9,6.47,42,0
2,26,116,119.0,29.75,48,0
2,365,116,187.85,46.96,32,1
2,374,116,252.85,63.21,42,0
2,386,116,252.85,63.21,33,0
2,369,116,389.35,97.34,42,0
6,86,78,39.6,23.76,43,0
6,2,78,9.9,5.94,67,0
6,2,137,19.8,11.88,30,0
6,17,126,29.7,17.82,52,0
6,60,78,19.8,11.88,31,0
6,28,126,49.5,29.7,31,0
6,8,78,19.8,11.88,69,0
6,32,78,0.0,89.1,45,0
6,26,4,39.6,23.76,43,0
6,100,4,0.0,106.92,31,0
6,105,136,39.6,23.76,32,1
6,244,126,49.5,29.7,41,0
6,34,4,59.4,35.64,35,0
7,56,126,31.0,0.0,32,0
7,52,101,34.0,0.0,36,0
7,53,101,20.0,0.0,26,0
7,39,78,20.0,0.0,36,0
7,99,126,33.0,0.0,36,0
7,45,123,25.0,0.0,36,0
7,9,56,20.0,0.0,51,0
7,21,78,20.0,0.0,36,0
7,52,101,34.0,0.0,36,0
7,52,101,34.0,0.0,36,0
7,76,26,38.0,0.0,36,0
7,25,101,70.0,0.0,36,0
7,46,126,24.0,0.0,36,0
7,202,119,76.0,0.0,36,0
7,103,67,56.0,0.0,36,0
7,11,116,26.0,0.0,36,0
7,33,52,21.0,0.0,26,0
7,108,87,20.0,0.0,29,0
7,19,78,20.0,0.0,50,0
7,279,136,107.0,0.0,36,0
7,9,26,87.0,0.0,36,1
7,13,56,20.0,0.0,65,0
7,11,126,20.0,0.0,36,0
7,8,116,30.0,0.0,36,0
7,16,26,46.0,0.0,36,0
7,6,56,26.0,0.0,36,0
7,10,21,103.0,0.0,36,0
7,14,78,20.0,0.0,39,0
7,45,26,0.0,0.0,36,0
7,277,31,21.0,0.0,36,0
7,45,26,33.0,0.0,36,0
7,107,126,20.0,0.0,38,0
7,10,26,68.0,0.0,36,0
7,61,56,25.0,0.0,36,0
7,83,26,28.0,0.0,36,0
7,61,56,25.0,0.0,36,0
7,47,126,68.0,0.0,36,0
7,34,4,62.0,0.0,36,0
7,25,137,98.0,0.0,38,0
7,7,90,112.0,0.0,36,0
7,7,78,20.0,0.0,36,0
7,18,26,31.0,0.0,36,0
7,38,137,10.0,0.0,42,0
7,12,52,21.0,0.0,51,0
7,6,116,13.0,0.0,28,0
7,14,126,27.0,0.0,36,0
7,41,56,12.0,0.0,36,0
7,56,123,21.0,0.0,36,0
7,7,76,19.0,0.0,36,0
7,22,78,11.0,0.0,45,0
7,24,116,60.0,0.0,36,0
7,59,87,16.0,0.0,36,0
7,12,78,20.0,0.0,45,0
7,76,55,22.0,0.0,36,0
7,12,141,15.0,0.0,36,0
7,45,126,30.0,0.0,36,0
7,83,101,23.0,0.0,36,0
7,10,55,45.0,0.0,36,0
7,28,55,25.0,0.0,36,0
7,276,29,80.0,0.0,36,0
7,27,26,46.0,0.0,49,0
7,19,40,80.0,0.0,36,0
7,11,56,32.0,0.0,36,0
7,12,116,10.0,0.0,36,0
7,4,126,10.0,0.0,36,0
7,7,126,10.0,0.0,24,0
7,12,4,33.0,0.0,36,0
7,54,23,10.0,0.0,22,0
7,2,116,14.0,0.0,36,0
7,3,67,49.0,0.0,21,0
7,47,26,31.0,0.0,36,0
7,9,52,15.0,0.0,36,0
7,277,23,80.0,0.0,29,0
7,15,116,80.0,0.0,36,0
7,26,101,19.0,0.0,29,0
7,40,62,43.0,0.0,36,0
7,4,141,10.0,0.0,36,0
7,39,62,80.0,0.0,36,0
7,5,52,10.0,0.0,36,0
7,81,62,36.0,0.0,36,0
7,6,116,16.0,0.0,45,0
7,8,126,10.0,0.0,53,0
7,5,78,19.0,0.0,36,0
7,122,101,13.0,0.0,36,0
7,31,78,14.0,0.0,36,0
7,148,62,40.0,0.0,36,0
7,7,141,10.0,0.0,58,0
7,123,116,49.0,0.0,36,0
7,28,60,72.0,0.0,36,0
7,32,67,55.0,0.0,36,0
7,64,62,38.0,0.0,36,0
7,18,141,0.0,0.0,36,0
7,17,78,40.0,0.0,35,0
7,33,26,32.0,0.0,36,0
7,7,21,41.0,0.0,36,0
7,22,120,30.0,0.0,36,0
7,17,126,27.0,0.0,36,0
7,41,23,40.0,0.0,26,0
7,278,23,62.0,0.0,32,0
7,25,116,16.0,0.0,36,0
7,26,55,30.0,0.0,36,0
7,18,123,17.0,0.0,36,0
7,204,116,32.0,0.0,36,0
7,112,67,23.0,0.0,36,0
7,2,129,56.0,0.0,36,0
7,10,116,20.0,0.0,55,0
7,7,116,20.0,0.0,36,0
7,8,52,55.0,0.0,49,0
7,27,116,20.0,0.0,36,0
7,54,109,20.0,0.0,36,0
7,12,4,47.0,0.0,36,0
7,13,141,20.0,0.0,39,0
7,31,137,20.0,0.0,45,0
8,10,55,31.0,12.4,118,0
8,18,55,0.0,28.8,118,0
8,7,55,62.0,24.8,118,0
8,12,55,60.0,24.0,118,0
8,15,55,50.0,20.0,118,0
10,40,56,28.0,10.64,48,0
10,38,90,75.0,28.5,48,0
10,111,44,95.0,36.1,48,0
12,4,19,15.0,6.0,52,0
12,5,19,15.0,6.0,38,0
12,3,19,15.0,6.0,39,0
12,15,19,15.0,6.0,45,0
13,78,116,8.49,2.38,48,0
9,97,62,44.0,15.4,20,0
9,13,87,33.0,11.55,63,0
9,13,87,30.0,10.5,60,0
9,8,76,26.0,9.1,57,0
9,8,56,18.0,6.3,25,0
9,7,126,22.0,7.7,35,0
9,118,126,22.0,7.7,34,0
9,39,52,26.0,9.1,68,0
9,12,52,26.0,9.1,43,0
9,73,26,26.0,9.1,41,0
9,22,126,30.0,10.5,60,0
9,142,4,58.0,20.3,24,0
9,4,26,36.0,12.6,47,0
9,18,137,121.0,42.35,35,0
9,15,52,69.0,24.15,44,0
9,15,52,69.0,24.15,41,0
1,351,101,29.19,10.22,48,0
2,26,116,23.8,5.95,34,0
2,30,116,35.25,8.81,27,0
2,100,116,202.0,50.5,34,0
2,7,116,23.4,5.85,30,0
2,26,116,71.0,17.75,26,0
2,8,116,17.55,4.39,29,0
2,16,116,74.25,18.56,27,1
2,12,116,24.05,6.01,38,0
2,9,116,62.25,15.56,27,0
2,23,116,108.0,27.0,29,0
2,26,116,127.0,31.75,30,0
2,368,116,389.35,97.34,50,0
6,163,46,19.8,11.88,29,0
6,5,78,29.7,17.82,54,0
6,7,137,9.9,5.94,43,0
6,12,126,39.6,23.76,38,0
6,8,137,19.8,11.88,52,0
6,197,41,217.8,130.68,45,0
6,53,137,128.7,77.22,43,0
6,31,136,99.0,59.4,46,0
6,13,137,49.5,29.7,53,0
6,95,126,29.7,17.82,60,0
6,8,78,29.7,17.82,35,0
6,125,95,49.5,29.7,31,0
6,8,4,29.7,17.82,57,0
6,5,137,19.8,11.88,55,0
6,9,137,89.1,53.46,45,0
6,26,126,19.8,11.88,36,0
7,51,56,20.0,0.0,54,0
7,7,26,50.0,0.0,36,0
7,42,26,37.0,0.0,36,0
7,11,126,32.0,0.0,36,0
7,12,26,36.0,0.0,36,0
7,16,136,112.0,0.0,36,0
7,16,78,20.0,0.0,36,0
7,53,52,20.0,0.0,32,0
7,73,126,21.0,0.0,36,0
7,73,52,22.0,0.0,50,0
7,56,44,145.0,0.0,36,1
7,5,26,74.0,0.0,36,0
7,18,87,20.0,0.0,36,0
7,10,62,62.0,0.0,36,0
7,8,141,25.0,0.0,36,0
7,17,23,112.0,0.0,58,0
7,7,67,86.0,0.0,36,0
7,63,92,75.0,0.0,36,0
7,13,26,60.0,0.0,36,0
7,18,87,20.0,0.0,39,0
7,13,26,35.0,0.0,36,0
7,24,123,39.0,0.0,36,0
7,8,78,20.0,0.0,36,0
7,50,21,75.0,0.0,36,0
7,9,126,25.0,0.0,65,0
7,69,141,28.0,0.0,36,0
7,34,92,94.0,0.0,36,0
7,35,55,37.0,0.0,36,0
7,46,67,34.0,0.0,36,0
7,44,126,34.0,0.0,36,0
7,6,21,27.0,0.0,22,0
7,8,126,20.0,0.0,36,0
7,10,26,0.0,0.0,36,0
7,44,137,24.0,0.0,37,0
7,15,56,20.0,0.0,36,0
7,4,78,20.0,0.0,43,0
7,22,67,67.0,0.0,36,0
7,5,78,10.0,0.0,36,0
7,71,52,62.0,0.0,36,0
7,20,41,69.0,0.0,36,0
7,50,116,0.0,0.0,36,0
7,19,116,24.0,0.0,36,0
7,7,141,10.0,0.0,36,0
7,21,78,11.0,0.0,26,0
7,13,26,32.0,0.0,36,0
7,7,78,10.0,0.0,28,0
7,12,78,10.0,0.0,36,0
7,21,137,11.0,0.0,38,0
7,34,67,15.0,0.0,36,0
7,5,78,10.0,0.0,52,0
7,25,137,80.0,0.0,32,0
7,1,26,10.0,0.0,36,0
7,34,55,27.0,0.0,36,0
7,18,55,80.0,0.0,67,0
7,82,123,24.0,0.0,37,0
7,27,78,25.0,0.0,33,0
7,51,92,54.0,0.0,36,0
7,31,126,13.0,0.0,30,0
7,23,78,10.0,0.0,33,0
7,31,116,16.0,0.0,36,0
7,1,116,10.0,0.0,26,0
7,26,116,16.0,0.0,43,0
7,26,78,21.0,0.0,25,0
7,13,78,10.0,0.0,51,0
7,90,56,10.0,0.0,28,0
7,45,101,19.0,0.0,36,0
7,3,4,19.0,0.0,61,0
7,59,101,16.0,0.0,36,0
7,107,67,45.0,0.0,36,0
7,7,116,13.0,0.0,36,0
7,1,116,10.0,0.0,36,0
7,4,56,13.0,0.0,45,0
7,18,11,17.0,0.0,36,0
7,59,90,52.0,0.0,36,0
7,7,56,10.0,0.0,61,0
7,9,78,10.0,0.0,36,0
7,2,116,32.0,0.0,36,0
7,31,58,15.0,0.0,36,0
7,18,56,12.0,0.0,36,0
7,277,136,80.0,0.0,36,0
7,20,67,11.0,0.0,36,0
7,277,122,80.0,0.0,36,0
7,72,101,19.0,0.0,36,0
7,12,52,19.0,0.0,59,0
7,10,44,13.0,0.0,36,0
7,50,101,10.0,0.0,36,0
7,8,67,59.0,0.0,23,0
7,39,58,35.0,0.0,36,0
7,23,137,68.0,0.0,26,0
7,27,62,39.0,0.0,27,0
7,4,116,12.0,0.0,28,0
7,20,141,10.0,0.0,36,0
7,6,141,13.0,0.0,36,0
7,53,44,61.0,0.0,36,0
7,4,56,19.0,0.0,53,0
7,23,4,41.0,0.0,36,0
7,3,67,30.0,0.0,36,0
7,12,116,29.0,0.0,36,0
7,3,116,65.0,0.0,36,0
7,32,4,24.0,0.0,36,0
7,9,126,20.0,0.0,36,0
7,4,116,31.0,0.0,36,0
8,15,55,60.0,24.0,118,0
8,47,55,39.0,15.6,118,0
8,2,55,42.0,16.8,118,0
8,25,55,31.0,12.4,118,0
8,5,55,195.0,78.0,118,0
10,13,56,48.0,18.24,48,0
12,8,19,23.0,9.2,54,0
13,78,116,6.56,1.84,48,0
13,51,116,14.35,4.02,48,0
9,12,126,30.0,10.5,51,0
9,75,67,26.0,9.1,23,0
9,9,123,26.0,9.1,41,0
9,9,76,22.0,7.7,70,0
9,3,126,18.0,6.3,56,0
9,2,78,18.0,6.3,53,0
9,7,78,18.0,6.3,53,0
9,11,76,35.0,12.25,53,0
9,8,78,0.0,6.3,29,0
9,25,56,22.0,7.7,45,0
9,2,126,18.0,6.3,47,0
9,27,126,30.0,10.5,40,0
9,11,52,35.0,12.25,28,0
9,178,56,30.0,10.5,45,0
9,8,126,18.0,6.3,38,0
9,8,126,18.0,6.3,65,0
9,10,78,22.0,7.7,67,0
9,1,126,18.0,6.3,25,0
9,10,62,35.0,12.25,61,0
9,12,67,58.0,20.3,43,0
9,80,135,109.0,38.15,29,0
9,32,62,69.0,24.15,37,0
5,35,126,29.0,9.57,26,0
9,33,78,33.0,11.55,118,0
3,25,26,0.0,16.5,32,0
5,34,126,29.0,9.57,64,0
4,150,78,29.0,9.57,61,0
1,74,101,24.9,8.71,48,0
1,3,101,0.0,8.56,48,0
2,86,116,74.9,18.73,32,0
2,3,116,27.0,6.75,39,0
2,10,116,53.25,13.31,29,0
2,15,116,69.0,17.25,30,0
2,9,116,35.25,8.81,28,0
2,9,116,62.25,15.56,25,0
2,7,116,62.25,15.56,24,0
2,8,116,83.0,20.75,28,0
2,9,116,89.25,22.31,28,0
2,364,116,252.85,63.21,30,1
2,365,116,202.3,50.58,36,0
6,10,126,39.6,23.76,45,0
6,8,78,39.6,23.76,35,0
6,72,4,19.8,11.88,28,0
6,19,137,49.5,29.7,49,0
6,86,4,49.5,29.7,35,0
6,35,137,39.6,23.76,38,0
6,28,126,39.6,23.76,32,0
6,29,137,29.7,17.82,60,0
6,171,78,29.7,17.82,59,0
6,25,78,29.7,17.82,34,0
6,2,136,19.8,11.88,46,0
6,34,4,29.7,17.82,56,0
6,2,137,19.8,11.88,30,0
6,127,78,49.5,29.7,31,0
6,160,92,39.6,23.76,42,0
6,163,92,19.8,11.88,42,0
6,168,92,49.5,29.7,42,0
6,2,116,19.8,11.88,46,0
6,78,136,99.0,59.4,56,0
6,9,78,29.7,17.82,30,0
6,35,78,29.7,17.82,51,0
6,27,78,29.7,17.82,31,0
6,158,4,178.2,106.92,44,0
6,150,4,99.0,59.4,42,0
6,325,4,99.0,59.4,42,0
6,325,4,99.0,59.4,44,0
6,16,122,0.0,47.52,31,0
7,14,26,46.0,0.0,36,0
7,54,123,27.0,0.0,36,0
7,12,26,32.0,0.0,36,0
7,24,136,112.0,0.0,36,0
